Entry	Entry Name	Protein names	Gene Names	Length	Pfam	InterPro	Domain [FT]
O53903	O53903_MYCTU	Probable fatty-acid-AMP ligase FadD24 (Fatty-acid-AMP synthetase) (Fatty-acid-AMP synthase)	fadD24 Rv1529	584	PF00501;PF23024;	IPR025110;IPR045851;IPR000873;IPR042099;IPR040097;	DOMAIN 11..420; /note="AMP-dependent synthetase/ligase"; /evidence="ECO:0000259|Pfam:PF00501"; DOMAIN 468..579; /note="AMP-binding enzyme C-terminal"; /evidence="ECO:0000259|Pfam:PF23024"
O53905	O53905_MYCTU	Conserved protein	Rv1531	188	PF02627;	IPR029032;IPR003779;	DOMAIN 40..123; /note="Carboxymuconolactone decarboxylase-like"; /evidence="ECO:0000259|Pfam:PF02627"
O53910	O53910_MYCTU	Probable ionic transporter integral membrane protein ChaA	chaA Rv1607	360	PF01699;	IPR052946;IPR004837;	DOMAIN 30..183; /note="Sodium/calcium exchanger membrane region"; /evidence="ECO:0000259|Pfam:PF01699"; DOMAIN 216..358; /note="Sodium/calcium exchanger membrane region"; /evidence="ECO:0000259|Pfam:PF01699"
O53915	O53915_MYCTU	Probable second part of macrolide-transport ATP-binding protein ABC transporter	Rv1667c	217	PF00005;PF16326;	IPR032524;IPR003439;IPR051309;IPR027417;IPR037118;	DOMAIN 20..67; /note="ABC transporter"; /evidence="ECO:0000259|Pfam:PF00005"; DOMAIN 151..214; /note="ABC transporter Uup C-terminal"; /evidence="ECO:0000259|Pfam:PF16326"
O53916	O53916_MYCTU	Probable first part of macrolide-transport ATP-binding protein ABC transporter	Rv1668c	372	PF00005;	IPR003593;IPR003439;IPR017871;IPR051309;IPR027417;	DOMAIN 5..223; /note="ABC transporter"; /evidence="ECO:0000259|PROSITE:PS50893"
O53917	O53917_MYCTU	DUF427 domain-containing protein	Rv1670	115	PF04248;	IPR007361;IPR038694;	DOMAIN 2..91; /note="DUF427"; /evidence="ECO:0000259|Pfam:PF04248"
O53918	O53918_MYCTU	Probable membrane protein	Rv1671	130			
O53919	O53919_MYCTU	Probable conserved integral membrane transport protein	Rv1672c	443	PF07690;	IPR011701;IPR020846;IPR036259;	DOMAIN 20..423; /note="Major facilitator superfamily (MFS) profile"; /evidence="ECO:0000259|PROSITE:PS50850"
O53920	O53920_MYCTU	Transglutaminase-like domain-containing protein	Rv1673c	310	PF01841;	IPR038765;IPR002931;	DOMAIN 177..246; /note="Transglutaminase-like"; /evidence="ECO:0000259|SMART:SM00460"
O53921	O53921_MYCTU	Probable transcriptional regulatory protein	Rv1674c	218	PF01022;PF00581;	IPR011991;IPR001845;IPR051011;IPR001763;IPR036873;IPR001307;IPR036388;IPR036390;	DOMAIN 4..98; /note="HTH arsR-type"; /evidence="ECO:0000259|PROSITE:PS50987"; DOMAIN 128..217; /note="Rhodanese"; /evidence="ECO:0000259|PROSITE:PS50206"
O53923	O53923_MYCTU	Uncharacterized protein	Rv1676	234	PF13911;	IPR032801;IPR036249;	
O53925	O53925_MYCTU	Probable integral membrane protein	Rv1678	300			
O53926	O53926_MYCTU	Possible acyl-CoA dehydrogenase FadE16	fadE16 Rv1679	373	PF00441;PF02770;PF02771;	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052547;	DOMAIN 14..85; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 111..199; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 215..353; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"
O53929	O53929_MYCTU	Cyclase	Rv1716	276	PF04199;	IPR007325;IPR037175;	
O53931	O53931_MYCTU	Conserved protein	Rv1780	187			
O53948	O53948_MYCTU	Probable lipoprotein LppT	lppT Rv1799	63			
O53953	O53953_MYCTU	Conserved protein	Rv1804c	108	PF05305;	IPR007969;	DOMAIN 27..97; /note="DUF732"; /evidence="ECO:0000259|Pfam:PF05305"
O53954	O53954_MYCTU	Uncharacterized protein	Rv1805c	115			
O53961	O53961_MYCTU	Conserved protein	Rv1919c	154	PF10604;	IPR019587;IPR023393;	
O53962	O53962_MYCTU	Probable membrane protein	Rv1920	287	PF01553;	IPR016676;IPR002123;	DOMAIN 60..176; /note="Phospholipid/glycerol acyltransferase"; /evidence="ECO:0000259|SMART:SM00563"
O53965	O53965_MYCTU	Conserved hypothetical integral membrane protein YrbE3A	yrbE3A Rv1964	265	PF02405;	IPR030802;	
O53966	O53966_MYCTU	Conserved hypothetical integral membrane protein YrbE3B	yrbE3B Rv1965	271	PF02405;	IPR030802;	
O53968	O53968_MYCTU	Mce-family protein Mce3B	mce3B Rv1967	342	PF11887;PF02470;	IPR005693;IPR003399;IPR024516;IPR052336;	DOMAIN 38..114; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 120..333; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"
O53969	O53969_MYCTU	Mce-family protein Mce3C	mce3C Rv1968	410	PF11887;PF02470;	IPR005693;IPR003399;IPR024516;IPR052336;	DOMAIN 39..113; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 123..284; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"
O53970	O53970_MYCTU	Mce-family protein Mce3D	mce3D Rv1969	423	PF11887;PF02470;	IPR005693;IPR003399;IPR024516;IPR052336;	DOMAIN 35..109; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 115..288; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"
O53971	O53971_MYCTU	Possible Mce-family lipoprotein LprM (Mce-family lipoprotein Mce3E)	lprM mce3E Rv1970	377	PF11887;PF02470;	IPR005693;IPR003399;IPR024516;IPR052336;	DOMAIN 40..112; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 120..292; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"
O53972	O53972_MYCTU	Mce-family protein Mce3F	mce3F Rv1971	437	PF02470;	IPR005693;IPR003399;IPR052336;	DOMAIN 42..116; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"
O53973	O53973_MYCTU	Probable conserved Mce associated membrane protein	Rv1972	191			
O53975	O53975_MYCTU	Probable conserved membrane protein	Rv1974	125	PF05305;	IPR007969;	DOMAIN 40..108; /note="DUF732"; /evidence="ECO:0000259|Pfam:PF05305"
O53976	O53976_MYCTU	SCP domain-containing protein	Rv1975	221	PF00188;	IPR014044;IPR035940;	DOMAIN 45..156; /note="SCP"; /evidence="ECO:0000259|Pfam:PF00188"
O53977	O53977_MYCTU	RNA-binding protein	Rv1976c	135	PF05991;	IPR010298;	
O53979	O53979_MYCTU	Conserved protein	Rv1978	282	PF13649;	IPR041698;IPR029063;	DOMAIN 82..174; /note="Methyltransferase"; /evidence="ECO:0000259|Pfam:PF13649"
O65931	O65931_MYCTU	Probable arylsulfatase AtsB (Aryl-sulfate sulphohydrolase) (Sulfatase)	atsB Rv3299c	970	PF06897;PF00884;	IPR017850;IPR009200;IPR050738;IPR024607;IPR000917;	DOMAIN 212..634; /note="Sulfatase N-terminal"; /evidence="ECO:0000259|Pfam:PF00884"
O65935	O65935_MYCTU	Possible integral membrane protein	Rv1749c	185	PF20589;	IPR046740;	
O65936	O65936_MYCTU	Probable oxidoreductase	Rv1751	460	PF01494;	IPR002938;IPR036188;IPR050631;	DOMAIN 53..394; /note="FAD-binding"; /evidence="ECO:0000259|Pfam:PF01494"
O69624	O69624_MYCTU	DUF4244 domain-containing protein	Rv3656c	68	PF14029;	IPR025338;	
O69625	O69625_MYCTU	Possible conserved alanine rich membrane protein	Rv3657c	191	PF00482;	IPR018076;	DOMAIN 46..173; /note="Type II secretion system protein GspF"; /evidence="ECO:0000259|Pfam:PF00482"
O69637	O69637_MYCTU	Probable conserved transmembrane protein	Rv3669	172	PF07332;	IPR009937;	
O69654	O69654_MYCTU	Transmembrane protein	Rv3686c	110			
O69658	O69658_MYCTU	Probable conserved membrane protein	Rv3690	217	PF13559;	IPR025403;	DOMAIN 122..187; /note="Protein-glutamine gamma-glutamyltransferase-like C-terminal"; /evidence="ECO:0000259|Pfam:PF13559"
O69659	Y3691_MYCTU	Uncharacterized membrane protein Rv3691	Rv3691	381	PF14258;	IPR025646;	
O69661	O69661_MYCTU	Possible conserved membrane protein	Rv3693	440	PF01882;	IPR002881;	DOMAIN 193..400; /note="DUF58"; /evidence="ECO:0000259|Pfam:PF01882"
O69662	O69662_MYCTU	Possible conserved transmembrane protein	Rv3694c	330	PF01944;	IPR002798;	
O69663	O69663_MYCTU	Possible conserved membrane protein	Rv3695	310	PF06271;	IPR010432;	DOMAIN 18..143; /note="RDD"; /evidence="ECO:0000259|Pfam:PF06271"
O69678	O69678_MYCTU	Probable DNA polymerase III (Epsilon subunit) DnaQ	dnaQ Rv3711c	329	PF00929;	IPR036420;IPR013520;IPR012337;IPR036397;	DOMAIN 15..180; /note="Exonuclease"; /evidence="ECO:0000259|SMART:SM00479"
O69681	O69681_MYCTU	Cullin, a subunit of E3 ubiquitin ligase	Rv3714c	296		IPR011335;	
O69686	O69686_MYCTU	Conserved protein	Rv3719	470	PF01565;	IPR016170;IPR040165;IPR016166;IPR036318;IPR016169;IPR016164;IPR006094;	DOMAIN 14..185; /note="FAD-binding PCMH-type"; /evidence="ECO:0000259|PROSITE:PS51387"
O69692	O69692_MYCTU	Possible oxidoreductase	Rv3725	309	PF01370;	IPR001509;IPR036291;IPR051783;	DOMAIN 8..236; /note="NAD-dependent epimerase/dehydratase"; /evidence="ECO:0000259|Pfam:PF01370"
O69693	O69693_MYCTU	Possible dehydrogenase	Rv3726	397	PF08240;	IPR013154;IPR011032;IPR036291;	DOMAIN 23..136; /note="Alcohol dehydrogenase-like N-terminal"; /evidence="ECO:0000259|Pfam:PF08240"
O69694	O69694_MYCTU	Possible oxidoreductase	Rv3727	602	PF01593;	IPR002937;IPR036188;IPR050464;	DOMAIN 17..322; /note="Amine oxidase"; /evidence="ECO:0000259|Pfam:PF01593"
O69696	O69696_MYCTU	Possible transferase	Rv3729	776	PF13353;PF13649;PF04055;PF23545;	IPR013785;IPR041698;IPR034474;IPR007197;IPR029063;IPR056488;	DOMAIN 83..308; /note="Radical SAM core"; /evidence="ECO:0000259|PROSITE:PS51918"
O69697	O69697_MYCTU	DNA ligase D polymerase domain-containing protein	Rv3730c	346	PF21686;	IPR014145;IPR052171;	DOMAIN 33..287; /note="DNA ligase D polymerase"; /evidence="ECO:0000259|Pfam:PF21686"
O69699	O69699_MYCTU	Conserved protein	Rv3732	352	PF10092;	IPR019283;	
O69700	O69700_MYCTU	Nudix hydrolase domain-containing protein	Rv3733c	166	PF00293;	IPR015797;IPR020084;IPR000086;IPR051325;	DOMAIN 1..150; /note="Nudix hydrolase"; /evidence="ECO:0000259|PROSITE:PS51462"
O69702	O69702_MYCTU	Adenosine specific kinase	Rv3735	162	PF04008;	IPR007153;IPR036902;	
O69703	O69703_MYCTU	Transcriptional regulatory protein (Probably AraC/XylS-family)	Rv3736	353	PF12625;PF12833;	IPR032687;IPR009057;IPR018060;	DOMAIN 230..328; /note="HTH araC/xylS-type"; /evidence="ECO:0000259|PROSITE:PS01124"
O69708	O69708_MYCTU	Possible oxidoreductase	Rv3741c	224		IPR051820;IPR036188;	
O69709	O69709_MYCTU	Possible oxidoreductase	Rv3742c	131		IPR051820;IPR036188;	
O69712	O69712_MYCTU	DUF2237 domain-containing protein	Rv3745c	70	PF09996;	IPR018714;	
O69714	O69714_MYCTU	Conserved protein	Rv3747	127			
O69715	O69715_MYCTU	Uncharacterized protein	Rv3748	119			
O69717	VPB50_MYCTU	Putative antitoxin VapB50	vapB50 Rv3750c RVBD_3750c P425_03902	130	PF12728;	IPR009061;IPR041657;IPR010093;	
O69718	O69718_MYCTU	Probable integrase	Rv3751	71	PF00589;	IPR011010;IPR013762;IPR002104;	DOMAIN 1..61; /note="Tyr recombinase"; /evidence="ECO:0000259|PROSITE:PS51898"
O69720	Y3753_MYCTU	Protein Rv3753c	Rv3753c	173		IPR023869;	
O69727	O69727_MYCTU	Possible acyl-CoA dehydrogenase FadE36	fadE36 Rv3761c	351	PF01636;	IPR052898;IPR041726;IPR002575;IPR011009;	DOMAIN 33..277; /note="Aminoglycoside phosphotransferase"; /evidence="ECO:0000259|Pfam:PF01636"
O69731	Y3766_MYCTU	Uncharacterized protein Rv3766	Rv3766 RVBD_3766 P425_03919	274		IPR017853;	
O86314	O86314_MYCTU	Probable membrane protein	Rv1231c	180	PF06210;	IPR010406;	
O86315	O86315_MYCTU	Conserved protein	Rv1232c	435	PF00571;PF03448;	IPR000644;IPR046342;IPR006668;IPR038076;IPR006669;IPR011033;	DOMAIN 360..419; /note="CBS"; /evidence="ECO:0000259|PROSITE:PS51371"
O86316	O86316_MYCTU	Conserved hypothetical membrane protein	Rv1233c	198	PF13828;	IPR025241;	DOMAIN 132..192; /note="DUF4190"; /evidence="ECO:0000259|Pfam:PF13828"
O86317	O86317_MYCTU	Conserved protein	Rv2680	210	PF11452;	IPR021555;	
O86319	O86319_MYCTU	Probable acyl-CoA dehydrogenase FadE13	fadE13 Rv0975c	382	PF00441;PF02770;PF02771;	IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	DOMAIN 6..119; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 123..217; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 229..378; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"
O86320	O86320_MYCTU	Exopolyphosphatase	Rv0976c	560	PF07287;PF23544;	IPR056362;IPR010839;	DOMAIN 1..414; /note="Acyclic terpene utilisation N-terminal"; /evidence="ECO:0000259|Pfam:PF07287"; DOMAIN 456..553; /note="AtuA-like ferredoxin-fold"; /evidence="ECO:0000259|Pfam:PF23544"
O86326	O86326_MYCTU	Uncharacterized protein	Rv2401	109			
O86336	O86336_MYCTU	Beta lactamase like protein	Rv0406c	272	PF00753;	IPR001279;IPR050855;IPR036866;	DOMAIN 38..245; /note="Metallo-beta-lactamase"; /evidence="ECO:0000259|SMART:SM00849"
O86337	O86337_MYCTU	Possible lipoprotein LprC	lprC Rv1275	180	PF12079;	IPR024520;	
O86339	O86339_MYCTU	Possible conserved integral membrane protein	Rv2060	133	PF00950;	IPR037294;IPR001626;	
O86340	O86340_MYCTU	Conserved protein	Rv2061c	134	PF01243;	IPR052019;IPR019965;IPR011576;IPR012349;	DOMAIN 8..104; /note="Pyridoxamine 5'-phosphate oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF01243"
O86342	O86342_MYCTU	Possible transcriptional regulatory protein	Rv0273c	206	PF00440;	IPR009057;IPR050624;IPR001647;IPR036271;	DOMAIN 10..70; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"
O86346	O86346_MYCTU	Possible bifunctional enzyme: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) + cyclase/dehydrase	Rv0939	644	PF01557;PF00753;	IPR011234;IPR036663;IPR001279;IPR036866;	DOMAIN 355..554; /note="Metallo-beta-lactamase"; /evidence="ECO:0000259|SMART:SM00849"
O86347	O86347_MYCTU	Probable oxidoreductase	Rv2776c	309	PF00111;PF00175;	IPR036010;IPR001041;IPR006058;IPR012675;IPR017927;IPR039261;IPR050415;IPR001433;IPR017938;	DOMAIN 2..104; /note="FAD-binding FR-type"; /evidence="ECO:0000259|PROSITE:PS51384"; DOMAIN 229..309; /note="2Fe-2S ferredoxin-type"; /evidence="ECO:0000259|PROSITE:PS51085"
O86348	O86348_MYCTU	AB hydrolase-1 domain-containing protein	Rv1190	292	PF12697;	IPR000073;IPR029058;IPR050266;	DOMAIN 45..282; /note="AB hydrolase-1"; /evidence="ECO:0000259|Pfam:PF12697"
O86349	O86349_MYCTU	Probable unidentified antibiotic-transport integral membrane ABC transporter	Rv1457c	261	PF01061;	IPR013525;IPR000412;IPR004377;IPR051784;	DOMAIN 34..231; /note="ABC-2 type transporter transmembrane"; /evidence="ECO:0000259|Pfam:PF01061"
O86351	O86351_MYCTU	DUF6542 domain-containing protein	Rv1111c	327	PF20177;	IPR046672;	DOMAIN 23..141; /note="DUF6542"; /evidence="ECO:0000259|Pfam:PF20177"
O86353	O86353_MYCTU	Conserved protein	Rv2054	237	PF01738;	IPR029058;IPR002925;IPR051049;	DOMAIN 13..228; /note="Dienelactone hydrolase"; /evidence="ECO:0000259|Pfam:PF01738"
O86358	O86358_MYCTU	Conserved protein	Rv3755c	199	PF06475;	IPR009467;	
O86364	O86364_MYCTU	Uncharacterized protein	Rv0454	116			
O86370	O86370_MYCTU	Possible conserved exported protein	Rv0988	386	PF07143;PF17186;	IPR023374;IPR010791;	DOMAIN 71..246; /note="AttH"; /evidence="ECO:0000259|Pfam:PF07143"
O86371	O86371_MYCTU	Uncharacterized protein	Rv1669	120			
P0CG96	Y3118_MYCTU	Uncharacterized protein Rv3118	sseC1 Rv3118	100	PF07210;	IPR008969;IPR010814;	
P0CL57	MAZE1_MYCTU	Probable antitoxin MazE1	mazE1 Rv0456B	57			
P0CV86	Y954A_MYCTU	Uncharacterized protein Rv1954A	Rv1954A	100			
P0CW29	VAPB1_MYCTU	Putative antitoxin VapB1	vapB1 Rv0064A	79	PF22513;	IPR053853;IPR010985;	
P0CW31	VPB16_MYCTU	Putative antitoxin VapB16	vapB16 Rv2231B	58			
P0CW32	VPB23_MYCTU	Putative antitoxin VapB23	vapB23 Rv2862A	82			
P0DMM2	Y028A_MYCTU	Uncharacterized protein Rv0028A	Rv0028A	47			
P0DMM3	Y3202_MYCTU	Uncharacterized protein Rv3202A	Rv3202A	72			
P0DMM4	Y572A_MYCTU	Uncharacterized protein Rv0572A	Rv0572A	55			
P0DMQ7	2003A_MYCTU	Uncharacterized protein Rv2003A	Rv2003A	65		IPR015813;IPR040442;	
P0DMQ8	Y2742_MYCTU	Uncharacterized protein Rv2742A	Rv2742A	134	PF17240;	IPR035197;	
P0DN33	Y609B_MYCTU	Uncharacterized protein Rv0609B	Rv0609B	65			
P0DV55	Y1078_MYCTU	Protein Rv1078A	Rv1078A	82			
P64937	Y2086_MYCTU	Uncharacterized protein Rv2086	Rv2086 MTCY49.27	201			
P71540	P71540_MYCTU	Probable enoyl-CoA hydratase EchA7 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)	echA7 Rv0971c	269	PF00378;	IPR029045;IPR001753;IPR014748;IPR051683;	
P71552	P71552_MYCTU	Possible magnesium chelatase	Rv0958	459	PF00158;	IPR027417;IPR002078;	DOMAIN 170..227; /note="Sigma-54 factor interaction"; /evidence="ECO:0000259|Pfam:PF00158"
P71560	P71560_MYCTU	Peptidase M23 domain-containing protein	Rv0950c	332	PF01551;	IPR050570;IPR011055;IPR016047;	DOMAIN 222..316; /note="Peptidase M23"; /evidence="ECO:0000259|Pfam:PF01551"
P71568	P71568_MYCTU	STAS domain-containing protein	Rv0941c	257	PF01740;	IPR050267;IPR036890;IPR002645;IPR036513;	DOMAIN 14..127; /note="STAS"; /evidence="ECO:0000259|PROSITE:PS50801"
P71591	P71591_MYCTU	Nitronate monooxygenase	Rv0021c	322	PF03060;	IPR013785;IPR004136;	
P71594	P71594_MYCTU	Secreted protein P60-related protein	Rv0024	281	PF00877;	IPR000064;IPR038765;IPR051794;	DOMAIN 167..281; /note="NlpC/P60"; /evidence="ECO:0000259|PROSITE:PS51935"
P71599	P71599_MYCTU	Transmembrane protein	Rv0029	365	PF18645;PF18646;	IPR040833;IPR040604;	DOMAIN 165..243; /note="DUF5632"; /evidence="ECO:0000259|Pfam:PF18646"; DOMAIN 268..361; /note="DUF5631"; /evidence="ECO:0000259|Pfam:PF18645"
P71601	P71601_MYCTU	Possible remnant of a transposase	Rv0031	70			
P71616	P71616_MYCTU	Possible DNA-damage-inducible protein F DinF	dinF Rv2836c	439	PF01554;	IPR044644;IPR002528;	
P71619	P71619_MYCTU	Probable Sn-glycerol-3-phosphate-binding lipoprotein UgpB	ugpB Rv2833c	436	PF13416;	IPR050490;IPR006059;IPR006311;	
P71625	P71625_MYCTU	AbiEi antitoxin C-terminal domain-containing protein	Rv2827c	295	PF09407;	IPR018547;IPR036390;	DOMAIN 84..237; /note="AbiEi antitoxin C-terminal"; /evidence="ECO:0000259|Pfam:PF09407"
P71626	P71626_MYCTU	Nucleotidyl transferase AbiEii/AbiGii toxin family protein	Rv2826c	294	PF08843;	IPR014942;	
P71627	P71627_MYCTU	DUF1802 family protein	Rv2825c	215	PF08819;	IPR014923;IPR008307;	
P71639	P71639_MYCTU	Probable transposase	Rv2812	469	PF13518;PF09299;PF00665;	IPR009057;IPR055247;IPR001584;IPR012337;IPR036397;IPR015378;	DOMAIN 157..327; /note="Integrase catalytic"; /evidence="ECO:0000259|PROSITE:PS50994"
P71640	P71640_MYCTU	Sigma-70 family RNA polymerase sigma factor	Rv2811	202			
P71641	P71641_MYCTU	Probable transposase	Rv2810c	133	PF01610;	IPR002560;	DOMAIN 62..118; /note="Transposase IS204/IS1001/IS1096/IS1165 DDE"; /evidence="ECO:0000259|Pfam:PF01610"
P71643	P71643_MYCTU	Uncharacterized protein	Rv2808	85			
P71644	P71644_MYCTU	Integrase catalytic domain-containing protein	Rv2807	384	PF00665;	IPR001584;IPR012337;IPR036397;	DOMAIN 134..318; /note="Integrase catalytic"; /evidence="ECO:0000259|PROSITE:PS50994"
P71646	P71646_MYCTU	Uncharacterized protein	Rv2805	134			
P71649	P71649_MYCTU	Hypothetical arginine and alanine rich protein	Rv2802c	347	PF10056;	IPR018744;	DOMAIN 257..343; /note="DUF2293"; /evidence="ECO:0000259|Pfam:PF10056"
P71653	P71653_MYCTU	WXG100 family type VII secretion target	Rv2798c	108		IPR036689;	
P71654	P71654_MYCTU	DUF1023 domain-containing protein	Rv2797c	562	PF06259;	IPR029058;IPR010427;	DOMAIN 277..465; /note="DUF1023"; /evidence="ECO:0000259|Pfam:PF06259"
P71655	P71655_MYCTU	Probable conserved lipoprotein LppV	lppV Rv2796c	187	PF16708;	IPR032018;	
P71662	P71662_MYCTU	Probable monoxygenase	Rv1393c	492	PF13738;	IPR050775;IPR036188;	
P71664	P71664_MYCTU	PE-PGRS family protein PE_PGRS25	PE_PGRS25 Rv1396c	576	PF00934;PF21526;	IPR000084;IPR048996;	DOMAIN 4..94; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"
P71672	P71672_MYCTU	Probable transcriptional regulatory protein	Rv1404	160	PF01047;	IPR000835;IPR039422;IPR023187;IPR036388;IPR036390;	DOMAIN 14..148; /note="HTH marR-type"; /evidence="ECO:0000259|PROSITE:PS50995"
P71699	P71699_MYCTU	Possible transcriptional regulatory protein (Probably MarR-family)	Rv0042c	208	PF01047;	IPR052526;IPR000835;IPR036388;IPR036390;	DOMAIN 52..188; /note="HTH marR-type"; /evidence="ECO:0000259|PROSITE:PS50995"
P71701	P71701_MYCTU	Possible oxidoreductase	Rv0044c	264	PF00296;	IPR022480;IPR011251;IPR036661;IPR050172;	DOMAIN 16..196; /note="Luciferase-like"; /evidence="ECO:0000259|Pfam:PF00296"
P71704	P71704_MYCTU	Conserved protein	Rv0047c	180	PF03551;	IPR052509;IPR005149;IPR036388;IPR036390;	DOMAIN 6..81; /note="Transcription regulator PadR N-terminal"; /evidence="ECO:0000259|Pfam:PF03551"
P71708	P71708_MYCTU	Probable conserved transmembrane protein	Rv0051	560	PF09594;	IPR018584;IPR016570;	
P71718	P71718_MYCTU	Polyketide synthetase MbtC (Polyketide synthase)	mbtC Rv2382c	444	PF00109;PF02801;	IPR014031;IPR014030;IPR020841;IPR050091;IPR016039;	DOMAIN 4..428; /note="Ketosynthase family 3 (KS3)"; /evidence="ECO:0000259|PROSITE:PS52004"
P71719	P71719_MYCTU	Polyketide synthetase MbtD (Polyketide synthase)	mbtD Rv2381c	1004	PF00698;PF08659;PF00550;	IPR001227;IPR036736;IPR014043;IPR016035;IPR016036;IPR036291;IPR013968;IPR020806;IPR050444;IPR009081;IPR006162;	DOMAIN 912..990; /note="Carrier"; /evidence="ECO:0000259|PROSITE:PS50075"
P71729	P71729_MYCTU	ComEC/Rec2-related protein domain-containing protein	Rv2414c	514	PF03772;	IPR004477;IPR052159;	DOMAIN 221..485; /note="ComEC/Rec2-related protein"; /evidence="ECO:0000259|Pfam:PF03772"
P71733	P71733_MYCTU	Conserved protein	Rv2410c	325	PF04168;	IPR051680;IPR007296;	DOMAIN 1..301; /note="DUF403"; /evidence="ECO:0000259|Pfam:PF04168"
P71734	P71734_MYCTU	Conserved protein	Rv2409c	279	PF08379;PF01841;	IPR013589;IPR038765;IPR002931;	DOMAIN 167..234; /note="Transglutaminase-like"; /evidence="ECO:0000259|SMART:SM00460"
P71737	P71737_MYCTU	Conserved protein	Rv2406c	142	PF00571;	IPR000644;IPR046342;IPR044725;IPR051257;	DOMAIN 8..66; /note="CBS"; /evidence="ECO:0000259|PROSITE:PS51371"; DOMAIN 75..131; /note="CBS"; /evidence="ECO:0000259|PROSITE:PS51371"
P71738	P71738_MYCTU	Conserved protein	Rv2405	189	PF02452;	IPR003477;	
P71740	P71740_MYCTU	Probable conserved lipoprotein LppR	lppR Rv2403c	251	PF14032;	IPR026954;IPR038232;	DOMAIN 42..246; /note="PknH-like extracellular"; /evidence="ECO:0000259|Pfam:PF14032"
